time v(Dat1) v(Dat2)
6.328E-10  
6.428E-10 -2.45202961E-16 
6.528E-10  
6.628E-10 -1.68184316E-16 
6.728E-10  
6.828E-10 -1.834065E-16 
6.928E-10  
7.028E-10 -4.0112499E-17 
7.128E-10  
7.228E-10 -2.16414208E-16 
7.328E-10 -7.98751725E-17 
7.428E-10 -1.90424981E-16 
7.528E-10  
7.628E-10 -6.59188749E-17 
7.728E-10  
7.828E-10 -1.22065875E-17 
7.928E-10  
8.028E-10 -6.50785132E-17 
8.128E-10  
8.228E-10  
8.328E-10  
8.428E-10 -1.01846111E-16 
8.528E-10  
8.628E-10 -1.27824964E-16 
8.728E-10  
8.828E-10 -1.32710091E-16 
8.928E-10  
9.028E-10 -1.56201186E-16 
9.128E-10  
9.228E-10 -1.07930234E-16 
9.328E-10  
9.428E-10 -7.69786059E-17 
9.528E-10  
9.628E-10 -3.58667294E-17 
9.728E-10  
9.828E-10 -1.9579454E-16 
9.928E-10  
1.0028E-09 -2.66904233E-16 
1.0128E-09  
1.0228E-09 -1.86353125E-16 
1.0328E-09  
1.0428E-09 -2.1891616E-16 
1.0528E-09  
1.0628E-09 -8.62247035E-17 
1.0728E-09  
1.0828E-09 -1.74648548E-16 
1.0928E-09  
1.1028E-09 -2.41191191E-16 
1.1128E-09  
1.1228E-09 -1.65553552E-16 
1.1328E-09  
1.1428E-09 -1.5903359E-16 
1.1528E-09  
1.1628E-09 -1.77380224E-16 
1.1728E-09  
1.1828E-09 -1.53496095E-16 
1.1928E-09  
1.2028E-09 -2.6865718E-16 
1.2128E-09  
1.2228E-09 -1.24055154E-16 
1.2328E-09  
1.2428E-09 -2.37782846E-16 
1.2528E-09  
1.2628E-09 -2.23585859E-16 
1.2728E-09  
1.2828E-09 -1.43849435E-16 
1.2928E-09  
1.3028E-09 -3.99396668E-16 
1.3128E-09 -1.65725108E-16 
1.3228E-09 -4.26819645E-16 
1.3328E-09 -1.74965669E-16 
1.3428E-09 -2.85144191E-16 
1.3528E-09 -2.49323242E-17 
1.3628E-09 -6.93851052E-17 
1.3728E-09  
1.3828E-09 -7.47055243E-19 
1.3928E-09  
1.4028E-09 -1.56800424E-16 
1.4128E-09  
1.4228E-09 -2.65010448E-16 
1.4328E-09  
1.4428E-09 -1.9826251E-16 
1.4528E-09  
1.4628E-09 -1.886183E-16 
1.4728E-09  
1.4828E-09 -1.31845356E-16 
1.4928E-09  
1.5028E-09 -1.71789544E-16 
1.5128E-09  
1.5228E-09 -2.3791635E-16 
1.5328E-09  
1.5428E-09 -4.01471535E-16 
1.5528E-09 -9.7076724E-17 
1.5628E-09 -4.10123703E-16 
1.5728E-09 -1.31830913E-16 
1.5828E-09 -2.38936176E-16 
1.5928E-09  
1.6028E-09 -2.08111569E-16 
1.6128E-09  
1.6228E-09 -2.03469962E-16 
1.6328E-09  
1.6428E-09 -1.20863586E-16 
1.6528E-09  
1.6628E-09 -1.90588828E-16 
1.6728E-09  
1.6828E-09 -1.81304245E-16 
1.6928E-09  
1.7028E-09 -1.59300358E-16 
1.7128E-09  
1.7228E-09 -2.09298046E-16 
1.7328E-09  
1.7428E-09 -2.62135542E-16 
1.7528E-09  
1.7628E-09 -3.12026086E-16 
1.7728E-09 -2.24197183E-17 
1.7828E-09 -1.65672355E-16 
1.7928E-09  
1.8028E-09 -1.42511729E-16 
1.8128E-09  
1.8228E-09 -2.18244232E-16 
1.8328E-09  
1.8428E-09 -2.07804747E-16 
1.8528E-09  
1.8628E-09 -2.72082757E-16 
1.8728E-09  
1.8828E-09 -2.04931146E-16 
1.8928E-09  
1.9028E-09 -3.37707607E-16 
1.9128E-09 -4.23718069E-17 
1.9228E-09 -1.8428952E-16 
1.9328E-09  
1.9428E-09 -1.55310376E-16 
1.9528E-09  
1.9628E-09 -1.69262771E-16 
1.9728E-09  
1.9828E-09 -7.80298985E-17 
1.9928E-09  
2.0028E-09 -2.21693094E-16 
2.0128E-09 -7.98524926E-18 
2.0228E-09 -2.86365139E-16 
2.0328E-09  
2.0428E-09 -3.04397753E-16 
2.0528E-09  
2.0628E-09 -3.2440195E-16 
2.0728E-09  
2.0828E-09 -3.67479591E-16 
2.0928E-09  
2.1028E-09 -3.72133773E-16 
2.1128E-09  
2.1228E-09 -3.76231619E-16 
2.1328E-09  
2.1428E-09 -4.21738459E-16 
2.1528E-09 -5.35597272E-17 
2.1628E-09 -2.64823442E-16 
2.1728E-09  
2.1828E-09 -2.46783859E-16 
2.1928E-09  
2.2028E-09 -3.51879273E-16 
2.2128E-09  
2.2228E-09 -3.65339046E-16 
2.2328E-09  
2.2428E-09 -3.62656865E-16 
2.2528E-09  
2.2628E-09 -3.80270552E-16 
2.2728E-09  
2.2828E-09 -3.75429061E-16 
2.2928E-09  
2.3028E-09 -4.25510406E-16 
2.3128E-09 -1.44214833E-17 
2.3228E-09 -1.73001406E-16 
2.3328E-09  
2.3428E-09 -1.7420592E-16 
2.3528E-09  
2.3628E-09 -1.17861708E-16 
2.3728E-09  
2.3828E-09 -3.0250537E-16 
2.3928E-09  
2.4028E-09 -4.87166146E-16 
2.4128E-09 -6.0619493E-17 
2.4228E-09 -2.94977118E-16 
2.4328E-09  
2.4428E-09 -2.51626711E-16 
2.4528E-09  
2.4628E-09 -2.67336167E-16 
2.4728E-09  
2.4828E-09 -2.7576566E-16 
2.4928E-09  
2.5028E-09 -5.22043668E-16 
2.5128E-09 -3.00696883E-16 
2.5228E-09 -7.1814591E-16 
2.5328E-09 -3.81310301E-16 
2.5428E-09 -6.31864051E-16 
2.5528E-09 -4.15142415E-16 
2.5628E-09 -7.71599101E-16 
2.5728E-09 -5.63888518E-16 
2.5828E-09 -8.04749112E-16 
2.5928E-09 -5.06293625E-16 
2.6028E-09 -7.76424545E-16 
2.6128E-09 -4.73376216E-16 
2.6228E-09 -7.2066095E-16 
2.6328E-09 -5.15914063E-16 
2.6428E-09 -7.52214027E-16 
2.6528E-09 -5.77581444E-16 
2.6628E-09 -7.59324824E-16 
2.6728E-09 -5.54396732E-16 
2.6828E-09 -7.4567798E-16 
2.6928E-09 -5.70519788E-16 
2.7028E-09 -7.65007171E-16 
2.7128E-09 -5.8605251E-16 
2.7228E-09 -7.67121071E-16 
2.7328E-09 -5.57818844E-16 
2.7428E-09 -7.456488E-16 
2.7528E-09 -5.72213543E-16 
2.7628E-09 -7.61290633E-16 
2.7728E-09 -4.75923264E-16 
2.7828E-09 -6.49686367E-16 
2.7928E-09 -4.2238754E-16 
2.8028E-09 -5.75430785E-16 
2.8128E-09 -3.39869668E-16 
2.8228E-09 -5.55066039E-16 
2.8328E-09 -4.11340313E-16 
2.8428E-09 -6.26264519E-16 
2.8528E-09 -4.66067497E-16 
2.8628E-09 -6.70468201E-16 
2.8728E-09 -3.88187173E-16 
2.8828E-09 -5.71596402E-16 
2.8928E-09 -3.78511999E-16 
2.9028E-09 -5.53911484E-16 
2.9128E-09 -3.69057767E-16 
2.9228E-09 -5.50052831E-16 
2.9328E-09 -3.57324782E-16 
2.9428E-09 -5.504341E-16 
2.9528E-09 -3.93096626E-16 
2.9628E-09 -5.85828472E-16 
2.9728E-09 -3.62971575E-16 
2.9828E-09 -5.73189575E-16 
2.9928E-09 -3.32384646E-16 
3.0028E-09 -5.12101389E-16 
3.0128E-09 -3.28444247E-16 
3.0228E-09 -5.32298477E-16 
3.0328E-09 -3.80788996E-16 
3.0428E-09 -5.42438067E-16 
3.0528E-09 -3.54773805E-16 
3.0628E-09 -5.44951086E-16 
3.0728E-09 -3.93548276E-16 
3.0828E-09 -5.48275999E-16 
3.0928E-09 -3.98138826E-16 
3.1028E-09 -5.59788828E-16 
3.1128E-09 -3.97284102E-16 
3.1228E-09 -5.60737365E-16 
3.1328E-09 -4.04537808E-16 
3.1428E-09 -5.13098329E-16 
3.1528E-09 -3.11522352E-16 
3.1628E-09 -5.69451208E-16 
3.1728E-09 -4.58233656E-16 
3.1828E-09 -6.50570618E-16 
3.1928E-09 -4.68654042E-16 
3.2028E-09 -6.26552221E-16 
3.2128E-09 -4.20646765E-16 
3.2228E-09 -5.79954322E-16 
3.2328E-09 -3.86684634E-16 
3.2428E-09 -5.60740426E-16 
3.2528E-09 -3.77302149E-16 
3.2628E-09 -5.29574401E-16 
3.2728E-09 -4.09578645E-16 
3.2828E-09 -5.55279277E-16 
3.2928E-09 -4.24185836E-16 
3.3028E-09 -5.91874182E-16 
3.3128E-09 -4.49666782E-16 
3.3228E-09 -5.79791002E-16 
3.3328E-09 -4.15781758E-16 
3.3428E-09 -5.19878544E-16 
3.3528E-09 -4.14260401E-16 
3.3628E-09 -5.67367414E-16 
3.3728E-09 -4.01855886E-16 
3.3828E-09 -5.21468536E-16 
3.3928E-09 -3.45592144E-16 
3.4028E-09 -5.005048E-16 
3.4128E-09 -3.84025896E-16 
3.4228E-09 -5.35376065E-16 
3.4328E-09 -3.81497311E-16 
3.4428E-09 -5.53394747E-16 
3.4528E-09 -4.3003914E-16 
3.4628E-09 -5.61668589E-16 
3.4728E-09 -4.87585458E-16 
3.4828E-09 -6.72154988E-16 
3.4928E-09 -4.46545009E-16 
3.5028E-09 -5.9198219E-16 
3.5128E-09 -3.44748255E-16 
3.5228E-09 -5.27128728E-16 
3.5328E-09 -3.98790393E-16 
3.5428E-09 -5.82256927E-16 
3.5528E-09 -4.36921765E-16 
3.5628E-09 -5.80613838E-16 
3.5728E-09 -4.60618467E-16 
3.5828E-09 -6.36611793E-16 
3.5928E-09 -4.51103465E-16 
3.6028E-09 -5.79506328E-16 
3.6128E-09 -4.21569279E-16 
3.6228E-09 -5.69404069E-16 
3.6328E-09 -4.0193991E-16 
3.6428E-09 -5.42695323E-16 
3.6528E-09 -4.37846394E-16 
3.6628E-09 -5.35444942E-16 
3.6728E-09 -3.8451266E-16 
3.6828E-09 -5.344779E-16 
3.6928E-09 -4.27976361E-16 
3.7028E-09 -5.31415746E-16 
3.7128E-09 -3.80700384E-16 
3.7228E-09 -5.28482844E-16 
3.7328E-09 -4.21965983E-16 
3.7428E-09 -5.22797604E-16 
3.7528E-09 -3.78744781E-16 
3.7628E-09 -5.50952493E-16 
3.7728E-09 -4.65736255E-16 
3.7828E-09 -6.29587179E-16 
3.7928E-09 -4.474099E-16 
3.8028E-09 -6.43473514E-16 
3.8128E-09 -4.39327444E-16 
3.8228E-09 -6.34326903E-16 
3.8328E-09 -4.27642217E-16 
3.8428E-09 -5.80764663E-16 
3.8528E-09 -4.19117082E-16 
3.8628E-09 -5.6613666E-16 
3.8728E-09 -3.83953916E-16 
3.8828E-09 -5.12606933E-16 
3.8928E-09 -3.25606726E-16 
3.9028E-09 -4.58200114E-16 
3.9128E-09 -3.10469129E-16 
3.9228E-09 -4.1021747E-16 
3.9328E-09 -2.41020316E-16 
3.9428E-09 -3.68618886E-16 
3.9528E-09 -2.35730157E-16 
3.9628E-09 -4.57237501E-16 
3.9728E-09 -4.11523557E-16 
3.9828E-09 -5.98531937E-16 
3.9928E-09 -4.60709533E-16 
4.0028E-09 -6.22697445E-16 
4.0128E-09 -4.83133403E-16 
4.0228E-09 -6.07555937E-16 
4.0328E-09 -4.35776909E-16 
4.0428E-09 -5.75598559E-16 
4.0528E-09 -4.33578406E-16 
4.0628E-09 -5.32007438E-16 
4.0728E-09 -3.66335196E-16 
4.0828E-09 -5.04730317E-16 
4.0928E-09 -3.84610594E-16 
4.1028E-09 -4.97286224E-16 
4.1128E-09 -3.79876603E-16 
4.1228E-09 -4.97216819E-16 
4.1328E-09 -4.26539652E-16 
4.1428E-09 -5.57935079E-16 
4.1528E-09 -4.11747078E-16 
4.1628E-09 -5.69165449E-16 
4.1728E-09 -4.53021166E-16 
4.1828E-09 -5.68148408E-16 
4.1928E-09 -4.4390111E-16 
4.2028E-09 -5.6153298E-16 
4.2128E-09 -4.35018171E-16 
4.2228E-09 -5.94312703E-16 
4.2328E-09 -4.83056213E-16 
4.2428E-09 -6.34831693E-16 
4.2528E-09 -4.13839918E-16 
4.2628E-09 -5.33328134E-16 
4.2728E-09 -3.76618051E-16 
4.2828E-09 -5.32688946E-16 
4.2928E-09 -4.09828463E-16 
4.3028E-09 -5.3258662E-16 
4.3128E-09 -4.15160906E-16 
4.3228E-09 -5.41377651E-16 
4.3328E-09 -4.70827148E-16 
4.3428E-09 -6.11958648E-16 
4.3528E-09 -4.67284329E-16 
4.3628E-09 -5.71321915E-16 
4.3728E-09 -4.06878384E-16 
4.3828E-09 -5.27789883E-16 
4.3928E-09 -4.28065243E-16 
4.4028E-09 -5.14268253E-16 
4.4128E-09 -3.75675047E-16 
4.4228E-09 -4.79097479E-16 
4.4328E-09 -3.4373946E-16 
4.4428E-09 -4.60834219E-16 
4.4528E-09 -3.92580518E-16 
4.4628E-09 -5.07276396E-16 
4.4728E-09 -3.30778935E-16 
4.4828E-09 -5.53755058E-16 
4.4928E-09 -3.91332705E-16 
4.5028E-09 -5.53556476E-16 
4.5128E-09 -4.36783714E-16 
4.5228E-09 -5.74488185E-16 
4.5328E-09 -4.54713562E-16 
4.5428E-09 -6.02250455E-16 
4.5528E-09 -5.10296831E-16 
4.5628E-09 -6.63317215E-16 
4.5728E-09 -4.76949059E-16 
4.5828E-09 -6.01282267E-16 
4.5928E-09 -4.65245748E-16 
4.6028E-09 -5.56291942E-16 
4.6128E-09 -4.09187369E-16 
4.6228E-09 -5.13902883E-16 
4.6328E-09 -3.95809873E-16 
4.6428E-09 -5.23462858E-16 
4.6528E-09 -4.33956628E-16 
4.6628E-09 -5.53473887E-16 
4.6728E-09 -3.81423959E-16 
4.6828E-09 -5.36020348E-16 
4.6928E-09 -4.54633931E-16 
4.7028E-09 -5.90483424E-16 
4.7128E-09 -4.45742535E-16 
4.7228E-09 -5.41868192E-16 
4.7328E-09 -4.37152333E-16 
4.7428E-09 -5.05528979E-16 
4.7528E-09 -3.76668786E-16 
4.7628E-09 -4.94640382E-16 
4.7728E-09 -3.96249666E-16 
4.7828E-09 -5.35490657E-16 
4.7928E-09 -4.53305157E-16 
4.8028E-09 -6.07961507E-16 
4.8128E-09 -4.52248814E-16 
4.8228E-09 -5.8999688E-16 
4.8328E-09 -4.48406677E-16 
4.8428E-09 -5.27058602E-16 
4.8528E-09 -4.01400575E-16 
4.8628E-09 -5.2230866E-16 
4.8728E-09 -4.35641511E-16 
4.8828E-09 -5.32814251E-16 
4.8928E-09 -4.17757403E-16 
4.9028E-09 -5.4484921E-16 
4.9128E-09 -4.62965615E-16 
4.9228E-09 -5.43402797E-16 
4.9328E-09 -4.23362577E-16 
4.9428E-09 -5.44600208E-16 
4.9528E-09 -4.62314254E-16 
4.9628E-09 -6.18337292E-16 
4.9728E-09 -4.59602909E-16 
4.9828E-09 -5.39605954E-16 
4.9928E-09 -4.10338416E-16 
5E-09 -5.46532195E-16 
5.001E-09 0.000173769103 0.000165983796
5.003E-09 0.000502391363 0.000482172173
5.007E-09 0.00115246565 0.00111311489
5.015E-09 0.00244120911 0.00237417456
5.025E-09 0.00404291963 0.00394963977
5.035E-09 0.00564103126 0.00552628555
5.045E-09 0.00723672817 0.00710414744
5.055E-09 0.00883160837 0.00868459828
5.065E-09 0.0104253518 0.0102674895
5.075E-09 0.0120190216 0.0118541668
5.085E-09 0.013612086 0.0134445513
5.095E-09 0.0152054937 0.0150400849
5.105E-09 0.0167986729 0.01664084
5.115E-09 0.0183925425 0.0182484224
5.125E-09 0.0199865383 0.0198631175
5.135E-09 0.0215815805 0.0214867555
5.145E-09 0.0231771352 0.0231198943
5.155E-09 0.0247741416 0.0247646487
5.165E-09 0.0263721103 0.0264219083
5.175E-09 0.0279720127 0.0280941281
5.185E-09 0.0295734139 0.0297825778
5.195E-09 0.0311773251 0.0314900874
5.205E-09 0.0327833703 0.0332183189
5.215E-09 0.0343925996 0.0349704556
5.225E-09 0.0360046874 0.0367484757
5.235E-09 0.0376207041 0.0385557606
5.245E-09 0.0392403388 0.0403943325
5.255E-09 0.040864624 0.0422673284
5.265E-09 0.0424931719 0.0441761262
5.275E-09 0.0441268373 0.0461225773
5.285E-09 0.0457649475 0.0481058739
5.295E-09 0.0474078753 0.0501243395
5.305E-09 0.0490542265 0.0521717729
5.315E-09 0.0507032779 0.0542384664
5.325E-09 0.0523520658 0.0563066328
5.335E-09 0.0539976293 0.0583502114
5.345E-09 0.0556339378 0.0603289402
5.355E-09 0.0572538901 0.0621865975
5.365E-09 0.058846071 0.0638436395
5.375E-09 0.0603965895 0.065194462
5.385E-09 0.0618859544 0.0661006541
5.395E-09 0.0632915016 0.0663925187
5.405E-09 0.0645857092 0.0658725001
5.415E-09 0.0657414575 0.0643374027
5.425E-09 0.0667353579 0.0616177187
5.435E-09 0.0675590748 0.0576446221
5.445E-09 0.0682265154 0.052519228
5.455E-09 0.0687824024 0.0465613146
5.465E-09 0.0692949909 0.040274264
5.475E-09 0.0698419835 0.0342293857
5.485E-09 0.0704882059 0.0289156666
5.495E-09 0.0712728276 0.0246266274
5.505E-09 0.0722026262 0.0214224926
5.515E-09 0.0732614883 0.0191837984
5.525E-09 0.0744208982 0.017703686
5.535E-09 0.0756527503 0.0167691401
5.545E-09 0.0769329251 0.0162036323
5.555E-09 0.0782451238 0.0158812887
5.565E-09 0.0795776388 0.0157179229
5.575E-09 0.0809239051 0.0156605613
5.585E-09 0.0822789055 0.0156751956
5.595E-09 0.0836403561 0.015740999
5.605E-09 0.0850058687 0.0158436616
5.615E-09 0.0863747587 0.0159744177
5.625E-09 0.0877456435 0.016126477
5.635E-09 0.0891184665 0.0162958445
5.645E-09 0.0904922639 0.016478841
5.655E-09 0.0918672465 0.0166735274
5.665E-09 0.0932426425 0.0168776315
5.675E-09 0.0946187854 0.0170901819
5.685E-09 0.0959950016 0.0173096058
5.695E-09 0.0973716851 0.0175354306
5.705E-09 0.0987482183 0.0177664662
5.715E-09 0.100125027 0.0180025209
5.725E-09 0.101501529 0.0182426335
5.735E-09 0.102878167 0.0184867831
5.745E-09 0.104254384 0.0187341562
5.755E-09 0.105630632 0.0189848419
5.765E-09 0.107006372 0.019238128
5.775E-09 0.10838206 0.0194941776
5.785E-09 0.109757173 0.0197523512
5.795E-09 0.111132168 0.0200128629
5.805E-09 0.112506533 0.0202751274
5.815E-09 0.113880726 0.0205393952
5.825E-09 0.115254246 0.0208051221
5.835E-09 0.116627547 0.0210725847
5.845E-09 0.118000138 0.0213412714
5.855E-09 0.119372472 0.0216114771
5.865E-09 0.120744064 0.0218827165
5.875E-09 0.122115364 0.0221552977
5.885E-09 0.123485897 0.0224287568
5.895E-09 0.124856108 0.0227034115
5.905E-09 0.126225527 0.0229788154
5.915E-09 0.127594597 0.0232552929
5.925E-09 0.128962855 0.0235324128
5.935E-09 0.130330737 0.0238105035
5.945E-09 0.13169779 0.0240891471
5.955E-09 0.133064443 0.0243686747
5.965E-09 0.13443025 0.0246486795
5.975E-09 0.135795635 0.024929494
5.985E-09 0.137160158 0.0252107217
5.995E-09 0.138524239 0.0254926953
6E-09 0.139205871 0.0256337509
6.001E-09 0.139165488 0.0253647304
6.003E-09 0.139109283 0.0249537295
6.007E-09 0.139044334 0.0244761266
6.015E-09 0.138967782 0.0239098353
6.025E-09 0.138904704 0.0234448306
6.035E-09 0.138863253 0.0231409279
6.045E-09 0.138835479 0.0229390319
6.055E-09 0.13881509 0.0227921308
6.065E-09 0.138799712 0.0226826487
6.075E-09 0.138788066 0.0226011787
6.085E-09 0.138779108 0.0225395416
6.095E-09 0.138771603 0.0224890523
6.105E-09 0.138765423 0.0224480945
6.115E-09 0.138759881 0.0224123322
6.125E-09 0.13875517 0.0223823045
6.135E-09 0.138750768 0.0223551228
6.145E-09 0.138746991 0.02233203
6.155E-09 0.138743363 0.0223106819
6.165E-09 0.138740255 0.0222925473
6.175E-09 0.1387372 0.0222755323
6.185E-09 0.138734601 0.0222611706
6.195E-09 0.13873199 0.0222475153
6.205E-09 0.138729791 0.0222361083
6.215E-09 0.138727531 0.0222251089
6.225E-09 0.138725649 0.0222160452
6.235E-09 0.138723667 0.0222071632
6.245E-09 0.138722039 0.0221999679
6.255E-09 0.138720279 0.0221927807
6.265E-09 0.138718854 0.0221870788
6.275E-09 0.138717273 0.0221812504
6.285E-09 0.138716011 0.0221767429
6.295E-09 0.138714573 0.0221720052
6.305E-09 0.13871344 0.0221684534
6.315E-09 0.138712117 0.0221645917
6.325E-09 0.138711089 0.0221618044
6.335E-09 0.138709857 0.0221586467
6.345E-09 0.138708913 0.0221564706
6.355E-09 0.138707755 0.0221538789
6.365E-09 0.138706878 0.0221521915
6.375E-09 0.13870578 0.0221500551
6.385E-09 0.138704956 0.022148758
6.395E-09 0.138703905 0.0221469882
6.405E-09 0.138703125 0.0221460027
6.415E-09 0.138702112 0.0221445281
6.425E-09 0.138701366 0.0221437912
6.435E-09 0.138700384 0.0221425547
6.445E-09 0.138699665 0.0221420157
6.455E-09 0.138698708 0.0221409714
6.465E-09 0.138698011 0.02214059
6.475E-09 0.138697075 0.022139701
6.485E-09 0.138696395 0.0221394456
6.495E-09 0.138695475 0.0221386817
6.505E-09 0.138694809 0.0221385287
6.515E-09 0.138693901 0.0221378612
6.525E-09 0.138693247 0.0221377881
6.535E-09 0.138692349 0.0221372022
6.545E-09 0.138691703 0.0221371931
6.555E-09 0.138690815 0.0221366732
6.565E-09 0.138690176 0.0221367143
6.575E-09 0.138689295 0.0221362481
6.585E-09 0.138688661 0.0221363284
6.595E-09 0.138687786 0.0221359063
6.605E-09 0.138687156 0.022136017
6.615E-09 0.138686286 0.0221356312
6.625E-09 0.138685659 0.0221357654
6.635E-09 0.138684793 0.0221354096
6.645E-09 0.138684168 0.0221355617
6.655E-09 0.138683306 0.0221352309
6.665E-09 0.138682682 0.0221353965
6.675E-09 0.138681824 0.0221350865
6.685E-09 0.138681201 0.0221352621
6.695E-09 0.138680346 0.0221349697
6.705E-09 0.138679723 0.0221351525
6.715E-09 0.13867887 0.0221348749
6.725E-09 0.138678248 0.0221350627
6.735E-09 0.138677397 0.0221347979
6.745E-09 0.138676775 0.0221349889
6.755E-09 0.138675926 0.022134735
6.765E-09 0.138675303 0.0221349278
6.775E-09 0.138674457 0.0221346835
6.785E-09 0.138673833 0.022134877
6.795E-09 0.138672989 0.022134641
6.805E-09 0.138672365 0.0221348345
6.815E-09 0.138671522 0.0221346058
6.825E-09 0.138670897 0.0221347985
6.835E-09 0.138670055 0.0221345765
6.845E-09 0.13866943 0.0221347679
6.855E-09 0.13866859 0.0221345518
6.865E-09 0.138667963 0.0221347416
6.875E-09 0.138667125 0.0221345309
6.885E-09 0.138666497 0.0221347186
6.895E-09 0.13866566 0.0221345129
6.905E-09 0.138665032 0.0221346985
6.915E-09 0.138664196 0.0221344973
6.925E-09 0.138663567 0.0221346806
6.935E-09 0.138662733 0.0221344835
6.945E-09 0.138662102 0.0221346644
6.955E-09 0.138661269 0.0221344712
6.965E-09 0.138660637 0.0221346494
6.975E-09 0.138659806 0.0221344601
6.985E-09 0.138659173 0.0221346358
6.995E-09 0.138658343 0.0221344501
7.005E-09 0.138657709 0.0221346231
7.015E-09 0.13865688 0.0221344408
7.025E-09 0.138656244 0.0221346112
7.035E-09 0.138655417 0.0221344321
7.045E-09 0.138654781 0.0221346
7.055E-09 0.138653954 0.0221344239
7.065E-09 0.138653317 0.0221345892
7.075E-09 0.138652492 0.022134416
7.085E-09 0.138651853 0.0221345788
7.095E-09 0.138651029 0.0221344084
7.105E-09 0.13865039 0.0221345687
7.115E-09 0.138649567 0.022134401
7.125E-09 0.138648926 0.0221345588
7.135E-09 0.138648105 0.0221343938
7.145E-09 0.138647463 0.0221345492
7.155E-09 0.138646643 0.0221343867
7.165E-09 0.138646 0.0221345398
7.175E-09 0.138645181 0.0221343798
7.185E-09 0.138644536 0.0221345305
7.195E-09 0.138643719 0.0221343729
7.205E-09 0.138643073 0.0221345213
7.215E-09 0.138642257 0.0221343661
7.225E-09 0.13864161 0.0221345123
7.235E-09 0.138640795 0.0221343593
7.245E-09 0.138640148 0.0221345034
7.255E-09 0.138639333 0.0221343526
7.265E-09 0.138638685 0.0221344946
7.275E-09 0.138637871 0.022134346
7.285E-09 0.138637222 0.0221344859
7.295E-09 0.13863641 0.0221343393
7.305E-09 0.138635759 0.0221344772
7.315E-09 0.138634948 0.0221343327
7.325E-09 0.138634297 0.0221344686
7.335E-09 0.138633486 0.0221343261
7.345E-09 0.138632834 0.0221344601
7.355E-09 0.138632025 0.0221343195
7.365E-09 0.138631372 0.0221344515
7.375E-09 0.138630564 0.0221343129
